,Class,ImageId,Probability,Xmax,Xmin,Ymax,Ymin
309,train,COCO_val2014_000000543676.jpg,96.09073996543884,360.0,32.0,507.0,81.0
310,train,COCO_val2014_000000550452.jpg,98.53995442390442,579.0,82.0,220.0,55.0
311,train,COCO_val2014_000000550980.jpg,98.93922805786133,619.0,85.0,704.0,-43.0
312,train,COCO_val2014_000000552752.jpg,96.20775580406189,435.0,108.0,637.0,15.0
313,train,COCO_val2014_000000552752.jpg,82.85965323448181,419.0,77.0,341.0,31.0
314,train,COCO_val2014_000000560111.jpg,98.90936613082886,648.0,-14.0,297.0,81.0
315,train,COCO_val2014_000000560111.jpg,86.06943488121033,553.0,202.0,283.0,81.0
316,train,COCO_val2014_000000560111.jpg,78.07002067565918,337.0,-28.0,324.0,94.0
317,train,COCO_val2014_000000560675.jpg,98.47804307937622,430.0,13.0,352.0,26.0
318,train,COCO_val2014_000000567315.jpg,98.83924126625061,459.0,197.0,394.0,131.0
319,train,COCO_val2014_000000567922.jpg,98.33986759185791,443.0,229.0,377.0,164.0
320,train,COCO_val2014_000000568961.jpg,92.31593608856201,395.0,82.0,312.0,98.0
321,train,COCO_val2014_000000575428.jpg,97.6854920387268,739.0,32.0,295.0,65.0
322,train,COCO_val2014_000000575428.jpg,92.41708517074585,673.0,295.0,328.0,49.0
323,train,COCO_val2014_000000576505.jpg,99.72301125526428,574.0,38.0,478.0,76.0
324,train,COCO_val2014_000000576505.jpg,88.14679384231567,555.0,0.0,459.0,287.0
